,Unnamed: 0,company_name,ticker,exchange,share_price,shares_offered,dollar_value_of_shares,date_of_priced,href,employees,shares_outstanding,stock_valuation,company_address,phone
137,146,Camelot Information Systems Inc.,CIS,New York Stock Exchange,11.0,"13,333,334","$146,666,674",2010-07-21,/market-activity/ipos/overview?dealId=831674-64562,0,0,0.0,None,0
138,147,GREEN DOT CORP,GDOT,New York Stock Exchange,36.0,"4,558,050","$164,089,800",2010-07-22,/market-activity/ipos/overview?dealId=732491-63434,0,0,0.0,None,0
139,148,"Ameresco, Inc.",AMRC,New York Stock Exchange,10.0,"8,696,820","$86,968,200",2010-07-22,/market-activity/ipos/overview?dealId=825041-63751,0,0,0.0,None,0
140,149,"Molycorp, Inc.",MCP,New York Stock Exchange,14.0,"28,125,000","$393,750,000",2010-07-29,/market-activity/ipos/overview?dealId=826190-63907,0,0,0.0,None,0
141,150,"ENVESTNET, INC.",ENV,New York Stock Exchange,9.0,"7,000,000","$63,000,000",2010-07-29,/market-activity/ipos/overview?dealId=684332-63706,0,0,0.0,None,0
142,151,WILLIAMS PARTNERS L.P.,CHKM,New York Stock Exchange,21.0,"21,250,000","$446,250,000",2010-07-29,/market-activity/ipos/overview?dealId=821456-63363,0,0,0.0,None,0
143,152,Trius Therapeutics Inc,TSRX,Nasdaq National Market,5.0,"10,000,000","$50,000,000",2010-08-03,/market-activity/ipos/overview?dealId=703021-62513,0,0,0.0,None,0
144,153,MEAT TECH 3D LTD,DMED,Nasdaq SmallCap Market,7.0,"1,500,906","$10,506,342",2010-08-05,/market-activity/ipos/overview?dealId=829325-64285,0,0,0.0,None,0
145,154,"G-Estate Liquidation Stores, Inc.",GMAN,Nasdaq National Market,11.0,"5,357,143","$58,928,573",2010-08-05,/market-activity/ipos/overview?dealId=827035-64026,0,0,0.0,None,0
146,155,Ambow Education Holding Ltd.,AMBO,New York Stock Exchange,10.0,"10,677,207","$106,772,070",2010-08-05,/market-activity/ipos/overview?dealId=832935-64691,0,0,0.0,None,0
147,156,"IntraLinks Holdings, Inc.",IL,New York Stock Exchange,13.0,"11,000,000","$143,000,000",2010-08-06,/market-activity/ipos/overview?dealId=825687-63852,0,0,0.0,None,0
148,157,NUPATHE INC.,PATH,Nasdaq National Market,10.0,"5,000,000","$50,000,000",2010-08-06,/market-activity/ipos/overview?dealId=720465-64175,0,0,0.0,None,0
149,158,NXP Semiconductors N.V.,NXPI,Nasdaq National Market,14.0,"34,000,000","$476,000,000",2010-08-06,/market-activity/ipos/overview?dealId=757890-63906,0,0,0.0,None,0
150,159,United States Commodity Index Funds Trust,USCI,New York Stock Exchange,50.0,"50,000,000","$2,500,000,000",2010-08-10,/market-activity/ipos/overview?dealId=818184-62995,0,0,0.0,None,0
151,160,MediaMind Technologies Inc.,MDMD,Nasdaq National Market,11.5,"5,000,000","$57,500,000",2010-08-11,/market-activity/ipos/overview?dealId=614466-63520,0,0,0.0,None,0
152,161,China Kanghui Holdings,KH,New York Stock Exchange,10.25,"6,675,000","$68,418,750",2010-08-11,/market-activity/ipos/overview?dealId=833584-64773,0,0,0.0,None,0
153,162,"RealPage, Inc.",RP,Nasdaq National Market,11.0,"12,300,000","$135,300,000",2010-08-12,/market-activity/ipos/overview?dealId=630471-64014,0,0,0.0,None,0
154,163,MakeMyTrip Ltd,MMYT,Nasdaq National Market,14.0,"5,000,000","$70,000,000",2010-08-12,/market-activity/ipos/overview?dealId=833644-64779,0,0,0.0,None,0
155,164,"Electromed, Inc.",ELMD,Nasdaq SmallCap Market,4.0,"1,700,000","$6,800,000",2010-08-13,/market-activity/ipos/overview?dealId=827620-64045,0,0,0.0,None,0
156,165,Whitestone REIT,WSR,American Stock Exchange,12.0,"2,200,000","$26,400,000",2010-08-26,/market-activity/ipos/overview?dealId=112973-62494,0,0,0.0,None,0
157,166,"American Assets Trust, Inc.",AAT,New York Stock Exchange,20.5,"27,500,000","$563,750,000",2011-01-13,/market-activity/ipos/overview?dealId=837016-65140,0,0,0.0,None,0
158,167,ETFS Asian Gold Trust,AGOL,New York Stock Exchange,136.5,"8,500,000","$1,160,250,000",2011-01-14,/market-activity/ipos/overview?dealId=833504-64762,0,0,0.0,None,0
159,168,"TIBET PHARMACEUTICALS, INC.",TBET,Nasdaq National Market,5.5,"3,000,000","$16,500,000",2011-01-25,/market-activity/ipos/overview?dealId=828647-64188,0,0,0.0,None,0
160,169,Nielsen Holdings plc,NLSN,New York Stock Exchange,23.0,"71,428,572","$1,642,857,156",2011-01-26,/market-activity/ipos/overview?dealId=829744-64361,0,0,0.0,None,0
161,170,LEAF GROUP LTD.,DMD,New York Stock Exchange,17.0,"8,900,000","$151,300,000",2011-01-26,/market-activity/ipos/overview?dealId=710930-64883,0,0,0.0,None,0
162,171,"BankUnited, Inc.",BKU,New York Stock Exchange,27.0,"29,000,000","$783,000,000",2011-01-28,/market-activity/ipos/overview?dealId=840262-65512,0,0,0.0,None,0
163,172,BCD Semiconductor Manufacturing Ltd,BCDS,Nasdaq National Market,10.5,"6,000,000","$63,000,000",2011-01-28,/market-activity/ipos/overview?dealId=634789-66100,0,0,0.0,None,0
164,173,Velti plc,VELT,Nasdaq National Market,12.0,"12,518,008","$150,216,096",2011-01-28,/market-activity/ipos/overview?dealId=828512-64158,0,0,0.0,None,0
165,174,InterXion Holding N.V.,INXN,New York Stock Exchange,13.0,"20,375,252","$264,878,276",2011-01-28,/market-activity/ipos/overview?dealId=845354-66151,0,0,0.0,None,0
166,175,Adecoagro S.A.,AGRO,New York Stock Exchange,11.0,"28,571,428","$314,285,708",2011-01-28,/market-activity/ipos/overview?dealId=845500-66160,0,0,0.0,None,0
167,176,"HCA Healthcare, Inc.",HCA,New York Stock Exchange,30.0,"126,200,000","$3,786,000,000",2011-03-10,/market-activity/ipos/overview?dealId=10298-66010,0,0,0.0,None,0
168,177,MagnaChip Semiconductor CORP,MX,New York Stock Exchange,14.0,"9,500,000","$133,000,000",2011-03-11,/market-activity/ipos/overview?dealId=672432-63611,0,0,0.0,None,0
169,178,Cornerstone OnDemand Inc,CSOD,Nasdaq National Market,13.0,"10,500,000","$136,500,000",2011-03-17,/market-activity/ipos/overview?dealId=746404-65285,0,0,0.0,None,0
170,179,"ARABELLA EXPLORATION, INC.",LOKAF,OTCBB,8.0,"4,000,000","$32,000,000",2011-03-21,/market-activity/ipos/overview?dealId=848565-66422,0,0,0.0,None,0
171,180,PRIME ACQUISITION CORP,PACQU,Nasdaq Smallcap Market,10.0,"3,600,000","$36,000,000",2011-03-25,/market-activity/ipos/overview?dealId=846005-66195,0,0,0.0,None,0
172,181,"SERVICESOURCE INTERNATIONAL, INC.",SREV,Nasdaq National Market,10.0,"11,940,133","$119,401,330",2011-03-25,/market-activity/ipos/overview?dealId=656414-65973,0,0,0.0,None,0
173,182,Qihoo 360 Technology Co Ltd,QIHU,New York Stock Exchange,14.5,"12,110,800","$175,606,600",2011-03-30,/market-activity/ipos/overview?dealId=850169-66570,0,0,0.0,None,0
174,183,"Apollo Global Management, Inc.",APO,New York Stock Exchange,19.0,"29,757,559","$565,393,621",2011-03-30,/market-activity/ipos/overview?dealId=756155-58048,0,0,0.0,None,0
175,184,MTGE Investment Corp.,MTGE,Nasdaq National Market,20.0,"8,000,000","$160,000,000",2011-08-04,/market-activity/ipos/overview?dealId=851755-66736,0,0,0.0,None,0
176,185,Africa Growth Corp,BRHM,OTCBB,1.0,"10,297,019","$10,297,019",2011-08-04,/market-activity/ipos/overview?dealId=837582-65227,0,0,0.0,None,0
177,186,SANDRIDGE ENERGY INC,PER,New York Stock Exchange,18.0,"30,000,000","$540,000,000",2011-08-11,/market-activity/ipos/overview?dealId=696018-67249,0,0,0.0,None,0
178,187,Carbonite Inc,CARB,Nasdaq National Market,10.0,"6,250,000","$62,500,000",2011-08-11,/market-activity/ipos/overview?dealId=686680-67102,0,0,0.0,None,0
179,188,Tudou Holdings Ltd,TUDO,Nasdaq National Market,29.0,"6,000,000","$174,000,000",2011-08-17,/market-activity/ipos/overview?dealId=840944-65618,0,0,0.0,None,0
180,189,"VEREIT, Inc.",ARCP,Nasdaq SmallCap Market,12.5,"8,800,000","$110,000,000",2011-09-07,/market-activity/ipos/overview?dealId=847880-66357,0,0,0.0,None,0
181,190,"Poage Bankshares, Inc.",PBSK,Nasdaq SmallCap Market,10.0,"2,932,500","$29,325,000",2011-09-13,/market-activity/ipos/overview?dealId=847820-66348,0,0,0.0,None,0
182,191,Teucrium Commodity Trust,WEAT,New York Stock Exchange,25.0,"10,000,000","$250,000,000",2011-09-19,/market-activity/ipos/overview?dealId=812164-64493,0,0,0.0,None,0
183,192,Teucrium Commodity Trust,CANE,New York Stock Exchange,25.0,"10,000,000","$250,000,000",2011-09-19,/market-activity/ipos/overview?dealId=812164-64489,0,0,0.0,None,0
184,193,Teucrium Commodity Trust,SOYB,New York Stock Exchange,25.0,"10,000,000","$250,000,000",2011-09-19,/market-activity/ipos/overview?dealId=812164-64492,0,0,0.0,None,0
185,194,Ubiquiti Inc.,UBNT,Nasdaq National Market,15.0,"7,038,230","$105,573,450",2011-10-14,/market-activity/ipos/overview?dealId=857833-67441,0,0,0.0,None,0
186,195,"HINTO ENERGY, INC",GVTS,OTCBB,0.25,"1,030,000","$257,500",2011-10-14,/market-activity/ipos/overview?dealId=64293-56771,0,0,0.0,None,0
187,196,Invesco CurrencyShares Chinese Renminbi Trust,FXCH,New York Stock Exchange,78.21,"7,000,000","$547,470,000",2011-10-14,/market-activity/ipos/overview?dealId=856644-67305,0,0,0.0,None,0
188,197,"BSB Bancorp, Inc.",BLMT,Nasdaq SmallCap Market,10.0,"7,820,000","$78,200,000",2011-10-14,/market-activity/ipos/overview?dealId=857266-67372,0,0,0.0,None,0
189,198,Zeltiq Aesthetics Inc,ZLTQ,Nasdaq National Market,13.0,"7,000,000","$91,000,000",2011-10-19,/market-activity/ipos/overview?dealId=759517-67654,0,0,0.0,None,0
190,199,Enduro Resource Partners LLC,NDRO,New York Stock Exchange,22.0,"13,200,000","$290,400,000",2011-11-03,/market-activity/ipos/overview?dealId=855486-67135,0,0,0.0,None,0
191,200,"East Dubuque Nitrogen Partners, L.P.",RNF,New York Stock Exchange,20.0,"15,000,000","$300,000,000",2011-11-04,/market-activity/ipos/overview?dealId=861474-67861,0,0,0.0,None,0
192,201,"Groupon, Inc.",GRPN,Nasdaq National Market,20.0,"35,000,000","$700,000,000",2011-11-04,/market-activity/ipos/overview?dealId=826818-67316,0,0,0.0,None,0
193,202,Healthcare Corp of America,SWCAU,OTCBB,10.0,"2,000,000","$20,000,000",2011-11-08,/market-activity/ipos/overview?dealId=849798-66543,0,0,0.0,None,0
194,203,IMPERVA INC,IMPV,New York Stock Exchange,18.0,"5,000,000","$90,000,000",2011-11-09,/market-activity/ipos/overview?dealId=711138-67452,0,0,0.0,None,0
195,204,PACIFIC DRILLING S.A.,PACD,New York Stock Exchange,8.25,"6,000,000","$49,500,000",2011-11-11,/market-activity/ipos/overview?dealId=853161-68548,0,0,0.0,None,0
196,205,"LRR Energy, L.P.",LRE,New York Stock Exchange,19.0,"9,408,000","$178,752,000",2011-11-11,/market-activity/ipos/overview?dealId=854782-67048,0,0,0.0,None,0
197,206,"LUMOS PHARMA, INC.",NLNK,Nasdaq National Market,7.0,"6,200,000","$43,400,000",2011-11-14,/market-activity/ipos/overview?dealId=97316-65981,0,0,0.0,None,0
198,207,CHESAPEAKE ENERGY CORP,CHKR,New York Stock Exchange,19.0,"20,000,000","$380,000,000",2011-11-14,/market-activity/ipos/overview?dealId=1021-67606,0,0,0.0,None,0
199,208,United States Commodity Index Funds Trust,CPER,New York Stock Exchange,25.0,"30,000,000","$750,000,000",2011-11-15,/market-activity/ipos/overview?dealId=818184-65771,0,0,0.0,None,0
200,209,"Clovis Oncology, Inc.",CLVS,Nasdaq National Market,13.0,"10,000,000","$130,000,000",2011-11-16,/market-activity/ipos/overview?dealId=807381-67478,0,0,0.0,None,0
201,210,InvenSense Inc,INVN,New York Stock Exchange,7.5,"10,000,000","$75,000,000",2011-11-16,/market-activity/ipos/overview?dealId=642614-64579,0,0,0.0,None,0
202,211,Aptiv PLC,DLPH,New York Stock Exchange,22.0,"24,078,827","$529,734,194",2011-11-17,/market-activity/ipos/overview?dealId=856325-67250,0,0,0.0,None,0
203,212,"Angie's List, Inc.",ANGI,Nasdaq National Market,13.0,"8,793,408","$114,314,304",2011-11-17,/market-activity/ipos/overview?dealId=828500-68016,0,0,0.0,None,0
204,213,INTERMOLECULAR INC,IMI,Nasdaq National Market,10.0,"9,650,000","$96,500,000",2011-11-18,/market-activity/ipos/overview?dealId=657705-67788,0,0,0.0,None,0
205,214,"Manning & Napier, Inc.",MN,New York Stock Exchange,12.0,"12,500,000","$150,000,000",2011-11-18,/market-activity/ipos/overview?dealId=859058-67574,0,0,0.0,None,0
206,215,MATTRESS FIRM HOLDING CORP.,MFRM,Nasdaq National Market,19.0,"5,555,555","$105,555,545",2011-11-18,/market-activity/ipos/overview?dealId=763720-67382,0,0,0.0,None,0
207,216,"Digital Domain Media Group, Inc.",DDMG,New York Stock Exchange,8.5,"4,920,000","$41,820,000",2011-11-18,/market-activity/ipos/overview?dealId=828382-67152,0,0,0.0,None,0
208,217,"Rose Rock Midstream, L.P.",RRMS,New York Stock Exchange,20.0,"7,000,000","$140,000,000",2011-12-09,/market-activity/ipos/overview?dealId=861945-67910,0,0,0.0,None,0
209,218,AMPLIFY ENERGY CORP,MEMP,Nasdaq National Market,19.0,"9,000,000","$171,000,000",2011-12-09,/market-activity/ipos/overview?dealId=858218-67483,0,0,0.0,None,0
210,219,"Jive Software, Inc.",JIVE,Nasdaq National Market,12.0,"13,439,600","$161,275,200",2011-12-13,/market-activity/ipos/overview?dealId=806055-68009,0,0,0.0,None,0
211,220,Gazit-Globe Ltd,GZT,New York Stock Exchange,9.0,"9,000,000","$81,000,000",2011-12-14,/market-activity/ipos/overview?dealId=724351-68754,0,0,0.0,None,0
212,221,Sanchez Energy Corp,SN,New York Stock Exchange,22.0,"10,000,000","$220,000,000",2011-12-14,/market-activity/ipos/overview?dealId=862977-68061,0,0,0.0,None,0
213,222,"Mid-Con Energy Partners, LP",MCEP,Nasdaq National Market,18.0,"5,400,000","$97,200,000",2011-12-15,/market-activity/ipos/overview?dealId=861967-67915,0,0,0.0,None,0
214,223,"Laredo Petroleum, Inc.",LPI,New York Stock Exchange,17.0,"17,500,000","$297,500,000",2011-12-15,/market-activity/ipos/overview?dealId=862471-67993,0,0,0.0,None,0
215,224,Capri Holdings Ltd,KORS,New York Stock Exchange,20.0,"47,200,000","$944,000,000",2011-12-15,/market-activity/ipos/overview?dealId=869036-68739,0,0,0.0,None,0
216,225,"Bonanza Creek Energy, Inc.",BCEI,New York Stock Exchange,17.0,"10,000,000","$170,000,000",2011-12-15,/market-activity/ipos/overview?dealId=844878-67357,0,0,0.0,None,0
217,226,ZYNGA INC,ZNGA,Nasdaq National Market,10.0,"100,000,000","$1,000,000,000",2011-12-16,/market-activity/ipos/overview?dealId=782377-67565,0,0,0.0,None,0
218,227,Crestwood Midstream Partners LP,NRGM,New York Stock Exchange,17.0,"16,000,000","$272,000,000",2011-12-16,/market-activity/ipos/overview?dealId=650673-67997,0,0,0.0,None,0
219,228,"Renewable Energy Group, Inc.",REGI,Nasdaq National Market,10.0,"7,200,000","$72,000,000",2012-01-19,/market-activity/ipos/overview?dealId=804642-67691,0,0,0.0,None,0
220,229,"Guidewire Software, Inc.",GWRE,New York Stock Exchange,13.0,"8,850,000","$115,050,000",2012-01-25,/market-activity/ipos/overview?dealId=863116-68084,0,0,0.0,None,0
221,230,"Verastem, Inc.",VSTM,Nasdaq National Market,10.0,"5,500,000","$55,000,000",2012-01-27,/market-activity/ipos/overview?dealId=860700-68518,0,0,0.0,None,0
222,231,"AMERICAN REALTY CAPITAL TRUST, INC.",ARCT,Nasdaq National Market,6.0,"6,600,000","$39,600,000",2012-03-01,/market-activity/ipos/overview?dealId=756351-69226,0,0,0.0,None,0
223,232,YELP INC,YELP,New York Stock Exchange,15.0,"7,150,000","$107,250,000",2012-03-02,/market-activity/ipos/overview?dealId=691649-68649,0,0,0.0,None,0
224,233,SELECT INCOME REIT,SIR,New York Stock Exchange,21.5,"8,000,000","$172,000,000",2012-03-07,/market-activity/ipos/overview?dealId=870575-68892,0,0,0.0,None,0
225,234,Nationstar Mortgage Holdings Inc.,NSM,New York Stock Exchange,14.0,"16,666,667","$233,333,338",2012-03-08,/market-activity/ipos/overview?dealId=855544-67149,0,0,0.0,None,0
226,235,"MOJO DATA SOLUTIONS, INC.",AUTT,OTCBB,0.3,"1,011,600","$303,480",2012-03-14,/market-activity/ipos/overview?dealId=857882-67449,0,0,0.0,None,0
227,236,Allison Transmission Holdings Inc,ALSN,New York Stock Exchange,23.0,"26,100,000","$600,300,000",2012-03-15,/market-activity/ipos/overview?dealId=755761-66605,0,0,0.0,None,0
228,237,Demandware Inc,DWRE,New York Stock Exchange,16.0,"5,500,000","$88,000,000",2012-03-15,/market-activity/ipos/overview?dealId=647034-67680,0,0,0.0,None,0
229,238,"MACOM Technology Solutions Holdings, Inc.",MTSI,Nasdaq National Market,19.0,"6,000,000","$114,000,000",2012-03-15,/market-activity/ipos/overview?dealId=830087-67811,0,0,0.0,None,0
230,239,Tecnoglass Inc.,ANDAU,Nasdaq SmallCap Market,10.0,"4,000,000","$40,000,000",2012-03-19,/market-activity/ipos/overview?dealId=868381-68659,0,0,0.0,None,0
231,240,BGS Acquisition Corp.,BGSCU,Nasdaq SmallCap Market,10.0,"4,000,000","$40,000,000",2012-03-21,/market-activity/ipos/overview?dealId=870797-68926,0,0,0.0,None,0
232,241,"Worldpay, Inc.",VNTV,New York Stock Exchange,17.0,"29,412,000","$500,004,000",2012-03-22,/market-activity/ipos/overview?dealId=867671-68582,0,0,0.0,None,0
233,242,Caesarstone Ltd.,CSTE,Nasdaq National Market,11.0,"6,660,000","$73,260,000",2012-03-22,/market-activity/ipos/overview?dealId=874824-69235,0,0,0.0,None,0
234,243,"ExactTarget, Inc.",ET,New York Stock Exchange,19.0,"8,500,000","$161,500,000",2012-03-22,/market-activity/ipos/overview?dealId=764866-68688,0,0,0.0,None,0
235,244,WHITING PETROLEUM CORP,WHZ,New York Stock Exchange,20.0,"16,000,000","$320,000,000",2012-03-23,/market-activity/ipos/overview?dealId=420440-68841,0,0,0.0,None,0
236,245,Vipshop Holdings Ltd,VIPS,New York Stock Exchange,6.5,"11,004,600","$71,529,900",2012-03-23,/market-activity/ipos/overview?dealId=874928-69246,0,0,0.0,None,0
237,246,"VOCERA COMMUNICATIONS, INC.",VCRA,New York Stock Exchange,16.0,"5,850,000","$93,600,000",2012-03-28,/market-activity/ipos/overview?dealId=113414-67808,0,0,0.0,None,0
238,247,Teucrium Commodity Trust,TAGS,New York Stock Exchange,50.0,"5,000,000","$250,000,000",2012-03-28,/market-activity/ipos/overview?dealId=812164-66936,0,0,0.0,None,0
239,248,"Annie's, Inc.",BNNY,New York Stock Exchange,19.0,"5,000,000","$95,000,000",2012-03-28,/market-activity/ipos/overview?dealId=775326-68736,0,0,0.0,None,0
240,249,Regional Management Corp.,RM,New York Stock Exchange,15.0,"4,200,000","$63,000,000",2012-03-28,/market-activity/ipos/overview?dealId=855545-67150,0,0,0.0,None,0
241,250,Millennial Media Inc.,MM,New York Stock Exchange,13.0,"10,200,000","$132,600,000",2012-03-29,/market-activity/ipos/overview?dealId=718200-68982,0,0,0.0,None,0
242,251,MERRIMACK PHARMACEUTICALS INC,MACK,Nasdaq National Market,7.0,"14,300,000","$100,100,000",2012-03-29,/market-activity/ipos/overview?dealId=615489-67626,0,0,0.0,None,0
243,252,CAFEPRESS INC.,PRSS,Nasdaq National Market,19.0,"4,500,000","$85,500,000",2012-03-29,/market-activity/ipos/overview?dealId=147807-67381,0,0,0.0,None,0
244,253,Rexnord Corp,RXN,New York Stock Exchange,18.0,"23,684,211","$426,315,798",2012-03-29,/market-activity/ipos/overview?dealId=783169-67254,0,0,0.0,None,0
245,254,"Enphase Energy, Inc.",ENPH,Nasdaq National Market,6.0,"8,969,697","$53,818,182",2012-03-30,/market-activity/ipos/overview?dealId=804337-67429,0,0,0.0,None,0
246,255,GasLog Ltd.,GLOG,New York Stock Exchange,14.0,"23,500,000","$329,000,000",2012-03-30,/market-activity/ipos/overview?dealId=872099-69045,0,0,0.0,None,0
247,256,"SUPERNUS PHARMACEUTICALS, INC.",SUPN,Nasdaq National Market,5.0,"10,000,000","$50,000,000",2012-05-01,/market-activity/ipos/overview?dealId=702676-66013,0,0,0.0,None,0
248,257,Carlyle Group Inc.,CG,Nasdaq National Market,22.0,"30,500,000","$671,000,000",2012-05-03,/market-activity/ipos/overview?dealId=863136-68088,0,0,0.0,None,0
249,258,"TIAA FSB Holdings, Inc.",EVER,New York Stock Exchange,10.0,"19,220,000","$192,200,000",2012-05-03,/market-activity/ipos/overview?dealId=838700-65365,0,0,0.0,None,0
250,259,Pacific Coast Oil Trust,ROYT,New York Stock Exchange,20.0,"18,500,000","$370,000,000",2012-05-03,/market-activity/ipos/overview?dealId=871399-68994,0,0,0.0,None,0
251,260,"TILLY'S, INC.",TLYS,New York Stock Exchange,15.5,"8,000,000","$124,000,000",2012-05-04,/market-activity/ipos/overview?dealId=859034-67566,0,0,0.0,None,0
252,261,PetroLogistics LP,PDH,New York Stock Exchange,17.0,"35,000,000","$595,000,000",2012-05-04,/market-activity/ipos/overview?dealId=857973-67458,0,0,0.0,None,0
253,262,"Rezolute, Inc.",FMYY,OTCBB,0.05,"786,000","$39,300",2012-05-08,/market-activity/ipos/overview?dealId=855612-67420,0,0,0.0,None,0
254,263,Western Asset Mortgage Capital Corp,WMC,New York Stock Exchange,20.0,"8,000,000","$160,000,000",2012-05-10,/market-activity/ipos/overview?dealId=806689-61292,0,0,0.0,None,0
255,264,"WAGEWORKS, INC.",WAGE,New York Stock Exchange,9.0,"6,500,000","$58,500,000",2012-05-10,/market-activity/ipos/overview?dealId=99738-66946,0,0,0.0,None,0
256,265,AUDIENCE INC,ADNC,Nasdaq National Market,17.0,"5,270,180","$89,593,060",2012-05-10,/market-activity/ipos/overview?dealId=383417-69037,0,0,0.0,None,0
257,266,Edwards Group Ltd,EVAC,Nasdaq National Market,8.0,"12,500,000","$100,000,000",2012-05-11,/market-activity/ipos/overview?dealId=877786-69467,0,0,0.0,None,0
258,267,"Ignite Restaurant Group, Inc.",IRG,Nasdaq National Market,14.0,"5,769,231","$80,769,234",2012-05-11,/market-activity/ipos/overview?dealId=861014-67789,0,0,0.0,None,0
