,company_name,ticker,exchange,share_price,shares_offered,dollar_value_of_shares,date_of_priced,href,employees,shares_outstanding,stock_valuation,company_address,phone,sicdescription,ebit,grossprofit,netincome,totalrevenue,costofrevenue,totalassets,revenue_growth
277,ZUORA INC,ZUO,NYSE,14.0,"11,000,000","$154,000,000",2018-04-12,/market-activity/ipos/overview?dealId=767443-86323,933,"11,000,000",154000000.0,101 REDWOOD SHORES PARKWAY   REDWOOD CITY CA 94065,888-976-9056,Services-Prepackaged Software,-39033000.0,64846000.0,-39098000.0,113008000.0,48162000.0,120468000.0,0.2258960340189187
278,"AGM GROUP HOLDINGS, INC.",AGMH,NASDAQ Capital,5.0,"1,306,055","$6,530,275",2018-04-18,/market-activity/ipos/overview?dealId=1023247-83728,109,"21,410,000",107050000.0,"ROOM 1502-3 15/F., CONNUAGHT COMMERCIAL BUILDING, 185 WANCHAI ROAD  WANCHAI  00000",86 010 65020507,Services-Computer Programming Services,5714405.0,9079062.0,3899891.0,12427743.0,3348681.0,24746076.0,0.8056118670729523
279,GRAFTECH INTERNATIONAL LTD,EAF,NYSE,15.0,"35,000,000","$525,000,000",2018-04-19,/market-activity/ipos/overview?dealId=11788-86352,1310,"302,225,923",4533388845.0,982 KEYNOTE CIRCLE   BROOKLYN HEIGHTS OH 44131,2166762000,Electrical Industrial Apparatus,31755000.0,87717000.0,7983000.0,550771000.0,463054000.0,1199103000.0,0.2575742699725776
280,"NLIGHT, INC.",LASR,NASDAQ Global Select,16.0,"6,000,000","$96,000,000",2018-04-26,/market-activity/ipos/overview?dealId=175569-86447,1071,"33,621,147",537938352.0,5408 NE 88TH STREET BUILDING E  VANCOUVER WA 98665,360-566-4460,Semiconductors and Related Devices,9798000.0,44274000.0,1837000.0,138580000.0,94306000.0,110148000.0,0.3676782630150506
281,Ceridian HCM Holding Inc.,CDAY,NYSE,22.0,"21,000,000","$462,000,000",2018-04-26,/market-activity/ipos/overview?dealId=1049097-86398,4212,"133,166,413",2929661086.0,3311 EAST OLD SHAKOPEE ROAD   MINNEAPOLIS MN 55425,952-853-8100,Services-Prepackaged Software,55400000.0,269500000.0,3300000.0,676200000.0,406700000.0,6729900000.0,0.0846968238691049
282,"DOCUSIGN, INC.",DOCU,NASDAQ Global Select,29.0,"21,700,000","$629,300,000",2018-04-27,/market-activity/ipos/overview?dealId=591934-86425,2255,"152,109,033",4411161957.0,"221 MAIN ST., SUITE 1550   SAN FRANCISCO CA 94105",415-489-4940,Services-Prepackaged Software,-115817000.0,278982000.0,-115412000.0,381459000.0,102477000.0,499638000.0,0.5229059289926182
283,SMARTSHEET INC,SMAR,NYSE,15.0,"11,633,920","$174,508,800",2018-04-27,/market-activity/ipos/overview?dealId=712744-86401,787,"11,633,920",174508800.0,10500 NE 8TH STREET SUITE 1300  BELLEVUE WA 98004,855-420-2395,Services-Prepackaged Software,-15155000.0,52831000.0,-15184000.0,66964000.0,14133000.0,56253000.0,0.6432480184535349
284,"Inspire Medical Systems, Inc.",INSP,NYSE,16.0,"6,750,000","$108,000,000",2018-05-03,/market-activity/ipos/overview?dealId=936047-86518,121,"20,240,719",323851504.0,5500 WAYZATA BLVD SUITE 1600  GOLDEN VALLEY MN 55416,763-957-5037,Surgical and Medical Instruments and Apparatus,-16003000.0,22549000.0,-17511000.0,28567000.0,6018000.0,25091000.0,0.739027211298472
285,ASLAN Pharmaceuticals Ltd,ASLN,NASDAQ Global,7.03,"6,000,000","$42,180,000",2018-05-04,/market-activity/ipos/overview?dealId=1049163-86404,47,32025788,225141289.64,83 CLEMENCEAU AVENUE #12-03 UE SQUARE  SINGAPORE  239920,65 6222 4235,Pharmaceutical Preparations,-39139726.0,0.0,-39891978.0,0.0,0.0,51333722.0,-1.0
286,"Construction Partners, Inc.",ROAD,NASDAQ Global Select,12.0,"11,250,000","$135,000,000",2018-05-04,/market-activity/ipos/overview?dealId=1050241-86517,1856,"11,250,000",135000000.0,290 HEALTHWEST DR. SUITE 2  DOTHAN AL 36303,334.673.9763,Heavy Construction Other Than Bldg Const - Contractors,43104000.0,90971000.0,26040000.0,568212000.0,477241000.0,328550000.0,0.04769086949867889
287,HUYA Inc.,HUYA,NYSE,12.0,"15,000,000","$180,000,000",2018-05-11,/market-activity/ipos/overview?dealId=1050377-86540,818,"15,000,000",180000000.0,"BUILDING A3, E-PARK,280 HANXI ROAD PANYU DISTRICT  GUANGZHOU  511446",(86)(20)22907829,"Services-Computer Programming, Data Processing, Etc.",-14568000.0,39151000.0,-12434000.0,335506000.0,296355000.0,199715000.0,1.925813850057992
288,"Pluralsight, Inc.",PS,NASDAQ Global Select,15.0,"20,700,000","$310,500,000",2018-05-17,/market-activity/ipos/overview?dealId=1051017-86581,890,"59,815,846",897237690.0,42 FUTURE WAY   DRAPER UT 84020,(801) 784-9007,"Services-Computer Programming, Data Processing, Etc.",-82746000.0,116996000.0,-96536000.0,166824000.0,49828000.0,236420000.0,0.26534234418731656
289,"EVO Payments, Inc.",EVOP,NASDAQ Global Select,16.0,"14,000,000","$224,000,000",2018-05-23,/market-activity/ipos/overview?dealId=1051811-86654,2000,"15,141,970",242271520.0,"TEN GLENLAKE PARKWAY SOUTH TOWER, SUITE 950  ATLANTA GA 30328",5164799000,"Services-Business Services, Not Elsewhere Classified",45163000.0,340270000.0,-40242000.0,504750000.0,164480000.0,1508298000.0,0.2040188826418524
290,"GreenSky, Inc.",GSKY,NASDAQ Global Select,23.0,"38,000,000","$874,000,000",2018-05-24,/market-activity/ipos/overview?dealId=1052127-86689,949,"51,836,157",1192231611.0,5565 GLENRIDGE CONNECTOR SUITE 700  ATLANTA GA 30342,678-264-6105,"Services-Business Services, Not Elsewhere Classified",145599000.0,236179000.0,138668000.0,325887000.0,89708000.0,462889000.0,0.2350520152350634
291,CLPS Inc,CLPS,NASDAQ Capital,5.25,"2,000,000","$10,500,000",2018-05-24,/market-activity/ipos/overview?dealId=1049307-86414,1606,"13,290,000",69772500.0,"UNIT 1102, 11TH FL, MILLENNIUM CITY 3 370 KWUN TONG ROAD, KWUN TONG  KOWLOON  000000",852 37073600,Services-Prepackaged Software,1605093.0,12692164.0,2047445.0,31361976.0,18669812.0,13521923.0,0.08054657051786272
292,"Charah Solutions, Inc.",CHRA,NYSE,12.0,"7,352,941","$88,235,292",2018-06-14,/market-activity/ipos/overview?dealId=1054138-86919,3411,"29,946,471",359357652.0,12601 PLANTSIDE DRIVE   LOUISVILLE KY 40299,502-815-5062,Hazardous Waste Management,32495000.0,84160000.0,12788000.0,430369000.0,346209000.0,377651000.0,0.6236173359288937
293,US XPRESS ENTERPRISES INC,USX,NYSE,16.0,"18,056,000","$288,896,000",2018-06-14,/market-activity/ipos/overview?dealId=11080-86772,9288,"32,191,905",515070480.0,4080 JENKINS ROAD   CHATTANOOGA TN 37421,4235103000,Trucking (No Local),28608000.0,727287000.0,-4060000.0,1555385000.0,828098000.0,820571000.0,0.07178861704583432
294,Puxin Ltd,NEW,NYSE,17.0,"7,200,000","$122,400,000",2018-06-15,/market-activity/ipos/overview?dealId=1054133-86915,8431,"7,200,000",122400000.0,"FLOOR 16, CHUANGFU MANSION NO. 18 DANLING STREET  HAIDIAN DISTRICT, BEIJING  100080",86 10 8260 5578,Services-Educational Services,-49056000.0,74972000.0,-61012000.0,196954000.0,121981000.0,308414000.0,2.116558010000633
295,"AVALARA, INC.",AVLR,NYSE,24.0,"7,500,000","$180,000,000",2018-06-15,/market-activity/ipos/overview?dealId=694462-86833,1495,"64,981,383",1559553192.0,255 S. KING ST. SUITE 1800  SEATTLE WA 98104,(206) 826-4900,Services-Prepackaged Software,-63332000.0,155182000.0,-64126000.0,213159000.0,57977000.0,178812000.0,0.27315351259660986
296,"i3 Verticals, Inc.",IIIV,NASDAQ Global Select,13.0,"6,650,000","$86,450,000",2018-06-21,/market-activity/ipos/overview?dealId=1054729-86983,326,"8,094,403",105227239.0,40 BURTON HILLS BLVD. SUITE 415  NASHVILLE TN 37215,800-203-7981,"Services-Business Services, Not Elsewhere Classified",7600000.0,233773000.0,902000.0,262571000.0,28798000.0,139991000.0,0.3151960489671615
297,XERIS PHARMACEUTICALS INC,XERS,NASDAQ Global Select,15.0,"5,700,000","$85,500,000",2018-06-21,/market-activity/ipos/overview?dealId=692731-86976,55,"19,735,651",296034765.0,180 NORTH LASALLE STREET SUITE 1600  CHICAGO IL 60601,844-445-5704,Pharmaceutical Preparations,-26629000.0,1552000.0,-26554000.0,1556000.0,4000.0,44998000.0,0.4474418604651163
298,"electroCore, Inc.",ECOR,NASDAQ Global,15.0,"5,200,000","$78,000,000",2018-06-22,/market-activity/ipos/overview?dealId=893647-86935,64,"28,428,095",426421425.0,200 FORGE WAY SUITE 205  ROCKAWAY NJ 07866,973-290-0097,Electromedical and Electrotherapeutic Apparatus,-25644590.0,292925.0,-35792422.0,811457.0,518532.0,39232656.0,2.192977830942244
299,HyreCar Inc.,HYRE,NASDAQ Capital,5.0,"2,520,000","$12,600,000",2018-06-27,/market-activity/ipos/overview?dealId=1036792-86961,26,"10,466,876",52334380.0,355 SOUTH GRAND AVENUE SUITE 1650  LOS ANGELES CA 90071,(888) 688-6769,Services-Auto Rental and Leasing (No Drivers),-4066950.0,311326.0,-4271732.0,3223874.0,2912548.0,633725.0,5.254642177414505
300,Uxin Ltd,UXIN,NASDAQ Global Select,9.0,"25,000,000","$225,000,000",2018-06-27,/market-activity/ipos/overview?dealId=1054869-87006,12461,"25,000,000",225000000.0,"2-5/F, TOWER E, LSHM CENTER NO.8 GUANGSHUN S AVENUE, CHAOYANG DISTRI  BEIJING  100102",861056312700,"Services-Business Services, Not Elsewhere Classified",-59619000.0,33231000.0,-418089000.0,47471000.0,14241000.0,813715000.0,-0.5998803121997269
301,Lovesac Co,LOVE,NASDAQ Global,16.0,"3,500,000","$56,000,000",2018-06-27,/market-activity/ipos/overview?dealId=1020294-86612,441,"12,926,921",206830736.0,"TWO LANDMARK SQUARE, SUITE 300   STAMFORD CT 06901",203-817-2279,Retail-Furniture Stores,-6170891.0,41697229.0,-6874448.0,76343441.0,34646212.0,20720020.0,0.029645424926735144
302,"BJ's Wholesale Club Holdings, Inc.",BJ,NYSE,17.0,"37,500,000","$637,500,000",2018-06-28,/market-activity/ipos/overview?dealId=865592-86898,26520,"126,307,859",2147233603.0,25 RESEARCH DRIVE   WESTBOROUGH MA 01581,774-512-7400,Retail-Variety Stores,216019000.0,2127520000.0,44224000.0,12350537000.0,10223017000.0,3232219000.0,-0.009385642876352721
303,"Neuronetics, Inc.",STIM,NASDAQ Global,17.0,"5,500,000","$93,500,000",2018-06-28,/market-activity/ipos/overview?dealId=403507-87023,167,"16,745,558",284674486.0,3222 PHOENIXVILLE PIKE   MALVERN PA 19355,877-600-7555,Surgical and Medical Instruments and Apparatus,-13608000.0,30801000.0,-16059000.0,40433000.0,9632000.0,38938000.0,0.1812843286198434
304,"BrightView Holdings, Inc.",BV,NYSE,22.0,"21,300,000","$468,600,000",2018-06-28,/market-activity/ipos/overview?dealId=1054925-87013,19000,"99,180,817",2181977974.0,980 JOLLY ROAD SUITE 300  BLUE BELL PA 19422,(484) 567-7204,Agricultural Services,34900000.0,596200000.0,-37500000.0,2225900000.0,1629700000.0,2858620000.0,0.018577752640138525
305,"Tilray, Inc.",TLRY,NASDAQ Global Select,17.0,"9,000,000","$153,000,000",2018-07-19,/market-activity/ipos/overview?dealId=1046264-87189,330,"75,127,375",1277165375.0,1100 MAUGHAN ROAD   NANAIMO  V9X 1J2,2064329325,Medicinal Chemicals and Botanical Products,-7498000.0,11377000.0,-7809000.0,20538000.0,9161000.0,53948000.0,0.6243277443846884
306,ESTABLISHMENT LABS HOLDINGS INC.,ESTA,NASDAQ Capital,18.0,"3,715,277","$66,874,986",2018-07-19,/market-activity/ipos/overview?dealId=1014496-87202,397,"18,486,660",332759880.0,"PO BOX 3140, COMMERCE HOUSE WICKHAMS CAY 1, ROAD TOWN  TORTOLA  VG1110",50624342400,"Orthopedic, Prosthetic, and Surgical Appliances and Supplies",-19983000.0,17702000.0,-34897000.0,34681000.0,16979000.0,57095000.0,0.751477198121307
307,Bloom Energy Corp,BE,NYSE,15.0,"18,000,000","$270,000,000",2018-07-25,/market-activity/ipos/overview?dealId=1056106-87123,1409,"18,000,000",270000000.0,4353 NORTH FIRST STREET   SAN JOSE CA 95134,408-543-1500,Electrical Industrial Apparatus,-155072000.0,-16311000.0,-276362000.0,365623000.0,381934000.0,1220987000.0,0.7532511748345642
308,"Aquestive Therapeutics, Inc.",AQST,NASDAQ Global,15.0,"4,500,000","$67,500,000",2018-07-25,/market-activity/ipos/overview?dealId=743843-87251,195,"24,500,000",367500000.0,30 TECHNOLOGY DRIVE   WARREN NJ 07059,908-941-1900,Pharmaceutical Preparations,-113000.0,47098000.0,-8943000.0,66918000.0,19820000.0,43116000.0,0.29222747899971036
309,Aurora Mobile Ltd,JG,NASDAQ Global,8.5,"9,060,000","$77,010,000",2018-07-26,/market-activity/ipos/overview?dealId=1057849-87266,554,"9,060,000",77010000.0,"3/F, BLDG 7, ZHIHENG INDUSTRIAL PARK, NO. 15, GUANKOU ROAD 2, NANTOU STREET  SHENZHEN  518052",8675583881462,"Services-Computer Programming, Data Processing, Etc.",-14192000.0,10955000.0,-13865000.0,43721000.0,32766000.0,55198000.0,3.3206838620417036
310,Liquidia Technologies Inc,LQDA,NASDAQ Capital,11.0,"4,545,455","$50,000,005",2018-07-26,/market-activity/ipos/overview?dealId=677210-87259,60,"15,114,802",166262822.0,419 DAVIS DRIVE SUITE 100  DURHAM NC 27713,919-328-4400,"Biological Products, (No Diagnostic Substances)",-28028286.0,6938364.0,-29154240.0,7258123.0,319759.0,14843602.0,-0.45084897929475465
311,"Tenable Holdings, Inc.",TENB,NASDAQ Global Select,23.0,"10,900,000","$250,700,000",2018-07-26,/market-activity/ipos/overview?dealId=997936-87272,1054,"91,079,454",2094827442.0,6100 MERRIWEATHER DRIVE   COLUMBIA MD 21044,410-872-0555,Services-Prepackaged Software,-40760000.0,162139000.0,-41022000.0,187727000.0,25588000.0,164337000.0,0.5094113579532206
312,Pinduoduo Inc.,PDD,NASDAQ Global Select,19.0,"85,600,000","$1,626,400,000",2018-07-26,/market-activity/ipos/overview?dealId=1057876-87277,1159,"85,600,000",1626400000.0,"28/F, NO. 533 LOUSHANGUAN ROAD CHANGNING DISTRICT  SHANGHAI  200051",86 21-52661300,"Services-Business Services, Not Elsewhere Classified",-91481000.0,156825000.0,-80638000.0,267825000.0,111000000.0,2044605000.0,2.686612157251404
313,Berry Corp (bry),BRY,NASDAQ Global Select,14.0,"13,043,479","$182,608,706",2018-07-26,/market-activity/ipos/overview?dealId=1057872-87275,278,"81,336,762",1138714668.0,"16000 N. DALLAS PARKWAY, SUITE 500   DALLAS TX 75248",214-453-2920,Crude Petroleum and Natural Gas,65158000.0,245041000.0,-524032000.0,466401000.0,221360000.0,1546402000.0,0.09285754454369077
314,Cango Inc.,CANG,NYSE,11.0,"4,000,000","$44,000,000",2018-07-26,/market-activity/ipos/overview?dealId=1057034-87209,2940,"4,000,000",44000000.0,"10A, BUILDING 3, YOUYOU CENTURY PLAZA 428 SOUTH YANGGAO ROAD, PUDONG NEW AREA  SHANGHAI  200127",86-21-3183-0016,Services-Prepackaged Software,72177515.0,102295730.0,52366371.0,161579195.0,59283465.0,306644284.0,1.5856466515581022
315,"Summit Wireless Technologies, Inc.",WISA,NASDAQ Capital,5.0,"2,400,000","$12,000,000",2018-07-27,/market-activity/ipos/overview?dealId=1001707-86566,49,"14,764,450",73822250.0,6840 VIA DEL ORO STE. 280   SAN JOSE CA 95119,408-627-4716,Semiconductors and Related Devices,-6841521.0,-158808.0,-25652213.0,1112726.0,1271534.0,1456913.0,-0.1259801761508994
316,Endava plc,DAVA,NYSE,20.0,"6,340,000","$126,800,000",2018-07-27,/market-activity/ipos/overview?dealId=977973-87274,4700,"11,043,980",220879600.0,125 OLD BROAD STREET   LONDON  EC2N 1AR,44 20 7367 1000,Services-Computer Programming Services,29950000.0,65737000.0,21864000.0,207012000.0,141274000.0,138185000.0,0.34152458347104225
317,Sonos Inc,SONO,NASDAQ Global Select,15.0,"13,888,888","$208,333,320",2018-08-02,/market-activity/ipos/overview?dealId=661852-87320,1478,"98,384,619",1475769285.0,614 CHAPALA STREET   SANTA BARBARA CA 93101,805-965-3001,Household Audio and Video Equipment,-15609000.0,456065000.0,-14217000.0,992526000.0,536461000.0,400020000.0,0.10123557058596402
318,Cushman & Wakefield plc,CWK,NYSE,17.0,"45,000,000","$765,000,000",2018-08-02,/market-activity/ipos/overview?dealId=953834-87190,48000,"208,421,971",3543173507.0,125 OLD BROAD STREET   LONDON  EC2N 1AR,44 20 3296 3000,Real estate,-171100000.0,1284100000.0,-221300000.0,6923900000.0,5639800000.0,5793400000.0,0.113937287835642
319,"Arlo Technologies, Inc.",ARLO,NYSE,16.0,"10,215,000","$163,440,000",2018-08-03,/market-activity/ipos/overview?dealId=1058324-87325,319,"72,715,000",1163440000.0,3030 ORCHARD PARKWAY   SAN JOSE CA 95134,(408) 890-3900,Household Audio and Video Equipment,5731000.0,91234000.0,6549000.0,370658000.0,279424000.0,269820000.0,1.007854651036814
320,"VACCINEX, INC.",VCNX,NASDAQ Global Select,12.0,"3,333,334","$40,000,008",2018-08-09,/market-activity/ipos/overview?dealId=385251-87335,44,"11,475,049",137700588.0,1895 MOUNT HOPE AVE   ROCHESTER NY 14620,585-271-2700,Pharmaceutical Preparations,-21104000.0,-70000.0,-18722000.0,90000.0,160000.0,5575000.0,-0.7151898734177216
321,MESA AIR GROUP INC,MESA,NASDAQ Global Select,12.0,"9,630,000","$115,560,000",2018-08-10,/market-activity/ipos/overview?dealId=6367-87364,3229,"34,131,142",409573704.0,410 NORTH 44TH STREET SUITE 700  PHOENIX AZ 85008,6026854000,"Air Transportation, Scheduled",100294000.0,200338000.0,32828000.0,643576000.0,443238000.0,1357649000.0,0.09482236542164821
322,Safe-T Group Ltd.,SFET,NASDAQ Capital,14.35,"510,438","$7,324,785",2018-08-17,/market-activity/ipos/overview?dealId=1058231-87319,33,"1,365,375",19593131.25,8 ABA EVEN ST.   HERZLIYA  4672526,972-98666110,Services-Prepackaged Software,-7296000.0,513000.0,-5313000.0,1096000.0,583000.0,5927000.0,0.3001186239620403
323,Upwork Inc.,UPWK,NASDAQ Global Select,15.0,"12,476,693","$187,150,395",2018-10-03,/market-activity/ipos/overview?dealId=1063545-87822,395,"104,079,498",1561192470.0,2625 AUGUSTINE DRIVE SUITE 601  SANTA CLARA CA 95054,650-316-7500,Services-Computer Processing and Data Preparation,-3123000.0,137109000.0,-4123000.0,202552000.0,65443000.0,275189000.0,0.231730973881845
324,"Guardant Health, Inc.",GH,NASDAQ Global Select,19.0,"12,500,000","$237,500,000",2018-10-04,/market-activity/ipos/overview?dealId=927439-87823,348,"83,557,281",1587588339.0,505 PENOBSCOT DR.   REDWOOD CITY CA 94063,855-698-8887,Services-Medical Laboratories,-76612000.0,18224000.0,-83221000.0,49842000.0,31618000.0,342938000.0,0.9740187730207137
325,Livent Corp.,LTHM,NYSE,17.0,"20,000,000","$340,000,000",2018-10-11,/market-activity/ipos/overview?dealId=1062819-87734,750,"143,000,000",2431000000.0,2929 WALNUT STREET   PHILADELPHIA PA 19104,215-299-6000,Chemicals and Allied Products,100500000.0,147800000.0,41500000.0,347400000.0,199600000.0,496200000.0,0.3154108292313518
326,"Anaplan, Inc.",PLAN,NYSE,17.0,"15,500,000","$263,500,000",2018-10-12,/market-activity/ipos/overview?dealId=872950-87891,1102,"121,643,546",2067940282.0,50 HAWTHORNE STREET   SAN FRANCISCO CA 94105,415-742-8199,Services-Prepackaged Software,-38935000.0,81092000.0,-40194000.0,120499000.0,39407000.0,174941000.0,0.6847116392869625
327,"SI-BONE, Inc.",SIBN,NASDAQ Global,15.0,"7,200,000","$108,000,000",2018-10-17,/market-activity/ipos/overview?dealId=801179-87946,168,"22,995,538",344933070.0,"471 EL CAMINO REAL, SUITE 101   SANTA CLARA CA 95050",4082070700,Surgical and Medical Instruments and Apparatus,-17350000.0,42871000.0,-23039000.0,47983000.0,5112000.0,35834000.0,0.13971164580413767
328,STUDIO CITY INTERNATIONAL HOLDINGS Ltd,MSC,NYSE,12.5,"28,750,000","$359,375,000",2018-10-18,/market-activity/ipos/overview?dealId=1063705-87840,4400,"56,142,004",701775050.0,"C/O 36/F, THE CENTRIUM 60 WYNDHAM STREET  HONG KONG  999077",85225983600,Hotels and Motels,80450000.0,409567000.0,-76437000.0,539814000.0,130247000.0,2927567000.0,0.2715537852359427
329,Niu Technologies,NIU,NASDAQ Global,9.0,"7,000,000","$63,000,000",2018-10-19,/market-activity/ipos/overview?dealId=1064967-87966,348,"7,000,000",63000000.0,"NO.1 BLDG., NO. 195 HUILONGGUAN EAST RD. CHANGPING DISTRICT  BEIJING  102208",861064321899,Motor Vehicles and Passenger Car Bodies,-21779094.0,8399613.0,-28357320.0,118146192.0,109746578.0,77339001.0,1.3140746950978561
330,SolarWinds Corp,SWI,NYSE,15.0,"25,000,000","$375,000,000",2018-10-19,/market-activity/ipos/overview?dealId=1064931-87959,2540,"309,942,149",4649132235.0,"7171 SOUTHWEST PKWY., BLDG. 400   AUSTIN TX 78735",5126829300,Services-Prepackaged Software,69654000.0,496286000.0,-83866000.0,728017000.0,231731000.0,5327064000.0,0.5508828961635717
331,StoneCo Ltd.,STNE,NASDAQ Global Select,24.0,"50,724,638","$1,217,391,312",2018-10-25,/market-activity/ipos/overview?dealId=1065666-88024,3171,"120,047,478",2881139472.0,"4TH FLOOR, HARBOUR PLACE 103 SOUTH CHURCH STREET, P.O. BOX 10240  GRAND CAYMAN  KY1-1002",55 3004-9680,Services-Computer Processing and Data Preparation,42730000.0,163549000.0,-31645000.0,231111000.0,67562000.0,2000465000.0,0.7098435245810676
332,"YETI Holdings, Inc.",YETI,NYSE,18.0,"16,000,000","$288,000,000",2018-10-25,/market-activity/ipos/overview?dealId=998236-88003,565,"83,647,425",1505653650.0,7601 SOUTHWEST PARKWAY   AUSTIN TX 78735,(512) 394-9384,"Sporting and Athletic Goods, Not Elsewhere Classified",63967000.0,294601000.0,15401000.0,639239000.0,344638000.0,516427000.0,-0.21940643339837884
333,Twist Bioscience Corp,TWST,NASDAQ Global Select,14.0,"5,000,000","$70,000,000",2018-10-31,/market-activity/ipos/overview?dealId=910692-88046,221,"26,609,991",372539874.0,681 GATEWAY BLVD.   SOUTH SAN FRANCISCO CA 94080,800-719-0671,"Biological Products, (No Diagnostic Substances)",-58482000.0,-13253000.0,-59310000.0,10767000.0,24020000.0,85657000.0,3.745262230057294
334,VAPOTHERM INC,VAPO,NYSE,14.0,"4,000,000","$56,000,000",2018-11-14,/market-activity/ipos/overview?dealId=416915-88162,298,"16,732,925",234260950.0,100 DOMAIN DRIVE   EXETER NH 03833,603-658-0411,Surgical and Medical Instruments and Apparatus,-28570000.0,13240000.0,-31005000.0,35597000.0,22357000.0,60235000.0,0.18176083925370162
335,TuanChe Ltd,TC,NASDAQ Capital,7.8,"2,600,000","$20,280,000",2018-11-20,/market-activity/ipos/overview?dealId=1067572-88187,679,"2,600,000",20280000.0,"9F, RUIHAI BUILDING NO. 21 YANGFANGDIAN ROAD  BEIJING  100038",00861063998902,"Services-Business Services, Not Elsewhere Classified",-11017000.0,29933000.0,-13924000.0,43100000.0,13167000.0,17327000.0,1.5522591342452774
336,Tencent Music Entertainment Group,TME,NYSE,13.0,"82,000,000","$1,066,000,000",2018-12-12,/market-activity/ipos/overview?dealId=1065721-88039,2559,"84,457,323",1097945199.0,"17/F, MALATA BUILDING, KEJIZHONGYI ROAD MIDWEST DISTRICT OF HI-TECH PARK  NANSHAN DISTRICT, SHENZHEN  518057",86 755 86013388,Radio Broadcasting Stations,211000000.0,585000000.0,203000000.0,1686000000.0,1101000000.0,4607000000.0,1.6847133757961783
337,Legacy Housing Corp,LEGH,NASDAQ Global Select,12.0,"4,000,000","$48,000,000",2018-12-14,/market-activity/ipos/overview?dealId=796981-88325,800,"24,000,000",288000000.0,"1600 AIRPORT FREEWAY,  #100   BEDFORD TX 76022",(817) 799-4900,Mobile Homes,28095000.0,46238000.0,26348000.0,128736000.0,82498000.0,208335000.0,0.16455742005518115
338,"Puhui Wealth Investment Management Co., Ltd.",PHCF,NASDAQ Capital,6.0,"2,000,000","$12,000,000",2018-12-27,/market-activity/ipos/overview?dealId=1054147-86924,97,"12,000,000",72000000.0,"ROOM 801, 802, 8TH FL, W1 OFFICE BLDG ORIENTAL COMMERCE TOWER NO.1 CHANG AN ST  DONG CHENG DISTRICT, BEIJING  100006",861053605158,Investment Advice,1173131.0,6567460.0,957222.0,6649536.0,82076.0,1820193.0,-0.540395012778947
339,"China SXT Pharmaceuticals, Inc.",SXTC,NASDAQ Capital,4.0,"2,546,275","$10,185,100",2019-01-04,/market-activity/ipos/overview?dealId=1039073-85500,105,"23,750,000",95000000.0,178 TAIDONG ROAD NORTH   TAIZHOU  225300,8652386298290,Pharmaceutical Preparations,1632266.0,3401495.0,1187581.0,7019243.0,3617748.0,7657894.0,0.4379207063041596
340,New Fortress Energy Inc.,NFE,NASDAQ Global Select,14.0,"20,000,000","$280,000,000",2019-01-31,/market-activity/ipos/overview?dealId=1069254-88349,147,"20,000,000",280000000.0,111 W. 19TH STREET 8TH FLOOR  NEW YORK NY 10011,(516) 268-7400,Natural Gas Distribution,-58488000.0,6970000.0,-78076000.0,112301000.0,105331000.0,699402000.0,0.15462359400382472
341,"ShockWave Medical, Inc.",SWAV,NASDAQ Global Select,17.0,"5,700,000","$96,900,000",2019-03-07,/market-activity/ipos/overview?dealId=966234-88916,162,"26,906,762",457414954.0,5403 BETSY ROSS DRIVE   SANTA CLARA CA 95054,(510) 279-4262,Surgical and Medical Instruments and Apparatus,-41200000.0,5013000.0,-41102000.0,12263000.0,7250000.0,53421000.0,6.133798720186155
342,LEVI STRAUSS & CO,LEVI,NYSE,17.0,"36,666,667","$623,333,339",2019-03-21,/market-activity/ipos/overview?dealId=75816-88938,14400,"36,666,667",623333339.0,1155 BATTERY ST   SAN FRANCISCO CA 94111,4155016000,Apparel and Other Finished Products of Fabrics and Similar Material,540411000.0,2997975000.0,283142000.0,5575440000.0,2577465000.0,3542660000.0,0.1369098476151247
343,"Lyft, Inc.",LYFT,NASDAQ Global Select,72.0,"32,500,000","$2,340,000,000",2019-03-29,/market-activity/ipos/overview?dealId=1078985-89065,4791,"273,097,591",19663026552.0,"185 BERRY STREET, SUITE 5000   SAN FRANCISCO CA 94107",844-250-2773,"Services-Business Services, Not Elsewhere Classified",-977711000.0,913216000.0,-911335000.0,2156616000.0,1243400000.0,3760043000.0,1.034771828158067
344,"PUYI, INC.",PUYI,NASDAQ Global,6.0,"4,292,276","$25,753,656",2019-03-29,/market-activity/ipos/overview?dealId=1070212-88446,298,"6,666,668",40000008.0,"42F, PEARL RIVER TOWER NO. 15, ZHUJIANG WEST ROAD, ZHUJIANG NEW TOWN, GUANGZHOU  GUANGDONG PROVINCE  510623",86 20 29008955,Investment Advice,9493000.0,20676000.0,9750000.0,25027000.0,4351000.0,34091000.0,0.08978880905726105
345,So-Young International Inc.,SY,NASDAQ Global,13.8,"13,000,000","$179,400,000",2019-05-02,/market-activity/ipos/overview?dealId=1082146-89388,862,"13,000,000",179400000.0,"3/F, WANGJING SOHO-TOWER 3A CHAOYANG DISTRICT  BEIJING  100102",00861057076564,Services-Computer Processing and Data Preparation,7157000.0,76564000.0,8023000.0,89900000.0,13336000.0,195251000.0,1.257659467604219
